teamBoss,crewChief,pitCrew,twitchSubs
 Flea McBaggins                         Erick Cuyar                            naxalar                                Phelan Pritchard Gaming                Izzie                                  William O                              terencedunn                            SRC SimSports                         , Ian May                             Stefan Boot                         Daniel Magowan                      TugboatTony                         Pingu428                            Jason                              , Marc o' rourke                       Suzanne Bowler                       GamerMuscleVideos                    Graham Healy                         Sal                                  ItsChris18                           Frenzy Fire000                       John McDonald                        Scottnothin                          Chris McCann                         Shaun McGoldrick                     Michael Chambers                     Ronan Hederman                       jean marc Giroux                     Alexander Mielchen                   Stephen O’Keeffe                   Nigel O'Brien                        Jack Sawyer                          Brendan Connolly                     Damien Leonard                       BarryField BattleClips               Ash Hobson                           the_petrol_head98..                  ADHDturtle                           patsnaso                             Action Jackson                       WillGoesRacing                       Mark  (FATGUY Racing)               , iamlee____                     dieselx99                      kuyar21                        5011_racing                    astrophotography               ash_hobson                     coreire                        angryjaygames                  phillupson                     theracingllama41               scottnothin                    eamonntull                     b1g_juggernaut                 virtualdamo                    simracingsteve                 shaunmcgoldrick                canry_hevill                   dc5jack                       
